id,sentiment,text,created_at,coordinates,source,followers
,,RT @NFL: The Many Faces of Bill Belichick. #SB51 #Patriots https://t.co/tjdKQ1Ousj,2017-02-05T21:44:09.000Z,,Twitter for iPhone,172
,,"RT @NFL: Tom Brady becomes emotional after a 7-year-old kid reporter asks...

""Who's your hero?"" #SBOpeningNight #SB51 https://t.co/TZBMPXD…",2017-02-05T21:44:09.000Z,,Twitter for iPhone,15
,,"I wish one of the bets was ""1-10 how sexy will Brady look accepting the MVP trophy?""

💯",2017-02-05T21:44:09.000Z,,Twitter for iPhone,960
,,"RT @Goldberg: It's going to be a long, long day for Tom Brady and his buddy @TheRock #RiseUp #Superbowl https://t.co/SvdUxtQ2ge",2017-02-05T21:44:04.000Z,,Twitter for Android,51
,,"Trump calls Tom Brady his friend and a ‘winner,’ predicts Patriots will win Super Bowl LI https://t.co/xKOaPnghPH",2017-02-05T21:44:09.000Z,,IFTTT,10115
,,Go @Chargers &amp; @RamsNFL -  I'm not watching trumpist Tom Brady! #Superbowl,2017-02-05T21:44:09.000Z,,Twitter Web Client,1512
,,"@espn @LTEJakee 
And ESPN is a trashy company that has lied, race baited and bashed Brady every chance they get.… https://t.co/cPiwahdZcT",2017-02-05T21:44:09.000Z,,Twitter for Android,196
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:10.000Z,,Twitter for iPhone,307
,,RT @BleacherReport: The Dynasty starts and ends with Brady and Belichick. https://t.co/FICaAnYb5T,2017-02-05T21:44:10.000Z,,Twitter for iPhone,489
,,@DMLchigri yo soy de san francisco xo creo q va a pasar tiempo hasta otra superbowl... soy de Joe montana..q no le… https://t.co/dW1GRcPGuq,2017-02-05T21:44:10.000Z,,Twitter for Android,147
,,@DharnsIV 27-20 Pats. Brady MVP,2017-02-05T21:44:10.000Z,,Twitter for iPhone,393
,,"RT @ESPNNFL: .@OBJ_3 with a shoutout to his QB Eli Manning, the only QB to beat Tom Brady's Patriots in a Super Bowl. https://t.co/My8JGWAW…",2017-02-05T21:44:11.000Z,,Twitter for iPhone,214
,,"RT @Michael_Carvell: LOOK: Former Florida QB Jacoby Brissett arrives at Super Bowl wearing t-shirt of himself, Tom Brady and Jimmy... https…",2017-02-05T21:44:11.000Z,,Twitter for iPhone,3111
,,Amanda Belichick coached Holy Cross women's lacrosse lost opener to BC yesterday. Will her dad have better luck? https://t.co/KxNniRfFyg,2017-02-05T21:44:11.000Z,,Twitter Web Client,13185
,,"RT @WednesdayMartin: Suddenly, I have a dog in this fight Go #Falcons #Atlanta #SuperBowl2017 https://t.co/yIrOIqVfGb",2017-02-05T21:44:11.000Z,,Twitter Web Client,17
,,RT @BleacherReport: The Dynasty starts and ends with Brady and Belichick. https://t.co/FICaAnYb5T,2017-02-05T21:44:11.000Z,,Twitter for iPhone,804
,,"RT @espn: Tom Brady's mom has been battling illness. His dad has only been to one game this year.

They will both be at… ",2017-02-05T21:44:12.000Z,,Twitter for iPhone,295
,,In Tom we trust... Enjoy history Pats family #superbowl #brady #tb12 #driveforfive https://t.co/2Qm6LM77Rr,2017-02-05T21:44:12.000Z,,Instagram,83
,,"RT @BigHeadSports: ""Tom Brady is my friend."" #POTUS https://t.co/58gulsU32D",2017-02-05T21:44:12.000Z,,Twitter for iPhone,75
,,@MileHighKyle27 @hurryhurryomaha Tom Brady is the greatest system QB of all time. But nothing more.,2017-02-05T21:44:12.000Z,,Twitter Web Client,429
,,RT @intoastro: fuck tom brady poster child ass,2017-02-05T21:44:12.000Z,,Twitter for Android,1824
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:12.000Z,,Twitter for iPhone,715
,,"RT @FDRLST: Roger Goodell deserves a little public humiliation, and Tom Brady is just the man to deliver it. #SuperBowl2017
https://t.co/ru…",2017-02-05T21:44:12.000Z,,Twitter for iPhone,421
,,"RT @SBNation: Tom Brady has been in the NFL since 2000. He's never lost to the Falcons.

https://t.co/AdZdgXU1hk",2017-02-05T21:44:12.000Z,,Twitter for iPhone,131
,,"RT @CoachMotto: Our job isn't to assemble the best players, it's to put together the best team. – Bill Belichick",2017-02-05T21:44:12.000Z,,Twitter for iPhone,337
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:12.000Z,,Twitter for Android,349
,,Tom Brady bout to grab another one 🤷🏾‍♂️,2017-02-05T21:44:13.000Z,,Twitter for iPhone,1275
,,RT @NFL_Memes: When you can't decide whether you want to see Brady lose more or see Goodell hand the trophy to him... https://t.co/FVjSp7Bl…,2017-02-05T21:44:13.000Z,,Twitter for iPhone,605
,,I got my picture taken with Tom Brady! https://t.co/VrR6phAlOQ,2017-02-05T21:44:13.000Z,,Twitter for iPhone,13
,,RT @KlayFor3: Yeah this kinda cringe is why no one likes Pats fans https://t.co/WhqnMGnCOh,2017-02-05T21:44:13.000Z,,Twitter Web Client,211
,,RT @sportstalkchamp: Garoppolo will make a less fortunate team very happy https://t.co/skzWR9Vs6g,2017-02-05T21:44:14.000Z,,Twitter Web Client,6
,,RT @BleacherReport: The Dynasty starts and ends with Brady and Belichick. https://t.co/FICaAnYb5T,2017-02-05T21:44:14.000Z,,Twitter for iPhone,680
,,"RT @BleacherReport: Tom Brady dubbed the Patriots QBs “The Wolf Pack.""

Jacoby Brissett just took things to the next level #SB51… ",2017-02-05T21:44:14.000Z,,Twitter for Android,779
,,If he wasn't already the best. Brady is officially the 🐐 if he wins today,2017-02-05T21:44:14.000Z,,Twitter for iPhone,166
,,RT @BleacherReport: The Dynasty starts and ends with Brady and Belichick. https://t.co/FICaAnYb5T,2017-02-05T21:44:14.000Z,,Twitter for iPhone,335
